Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2015,FOMOCO,FMX,Ford,Mustang,F5299198,2,5.000,FFMXV05.0VIM,Car,420,8,FZG1K10A21,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,3.15,27.7,1,Not eqipped,FFMX10033270,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0054644,0.0398581,275.1030000,0.0266516,,0.0051183,0.0100000,32.3,MPG,,,,,-1.610000,-2.170000,-0.3100000,37.170,0.36120,0.021400,15.485,0.21395,0.020750,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,F5299198,3,5.000,FFMXV05.0VIM,Car,420,8,FZG1K10A23,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,3.15,28.0,1,Not eqipped,FFMX10033688,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0268898,0.3929670,470.8560000,0.0046201,,0.0095043,0.0100000,18.8,MPG,18.8116702,17.4819753,22.1327052,,-2.390000,-1.540000,-0.9300000,37.700,0.36000,0.020950,8.219,0.33109,0.019060,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,F5299198,3,5.000,FFMXV05.0VIM,Car,420,8,FZG1K10A23,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,3.15,28.0,1,Not eqipped,FFMX10033689,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0294701,0.3956520,462.3660000,0.0090420,,0.0093403,0.0100000,19.2,MPG,18.7516234,17.9771757,22.4272127,,-2.740000,-1.800000,-1.3500000,37.700,0.36000,0.020950,8.219,0.33109,0.019060,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,F5299198,3,5.000,FFMXV05.0VIM,Car,420,8,FZG1K10A23,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,3.15,28.0,1,Not eqipped,FFMX10033690,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0010495,0.0501615,273.2750000,0.0163019,,0.0027011,0.0100000,32.5,MPG,,,,,8.000000,5.640000,-0.3400000,37.700,0.36000,0.020950,8.219,0.33109,0.019060,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,F5299198,3,5.000,FFMXV05.0VIM,Car,420,8,FZG1K10A23,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,3.15,28.0,1,Not eqipped,FFMX10033691,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0037259,0.0328206,266.0180000,0.0318615,,0.0040626,0.0100000,33.4,MPG,,,,,-5.690000,-4.650000,-0.1900000,37.700,0.36000,0.020950,8.219,0.33109,0.019060,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,F5299297,0,5.000,FFMXV05.0VIM,Car,420,8,FZG1K10A21,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,3.55,31.2,1,Not eqipped,FFMX10033012,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0454404,0.6239990,471.1590000,0.0084502,,0.0176151,0.0100000,18.8,MPG,18.6707915,17.5124579,21.9669387,,-1.620000,-1.050000,-0.2900000,37.180,0.36050,0.021280,9.204,0.36354,0.018230,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,F5299297,0,5.000,FFMXV05.0VIM,Car,420,8,FZG1K10A21,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,3.55,31.2,1,Not eqipped,FFMX10033014,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0243153,0.0776672,283.0770000,0.0072553,,0.0125786,0.0100000,31.4,MPG,,,,,3.150000,1.310000,0.5800000,37.180,0.36050,0.021280,9.204,0.36354,0.018230,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,F5299297,1,5.000,FFMXV05.0VIM,Car,420,8,FZG1K10A21,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,3.55,31.5,1,Not eqipped,FFMX10033500,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0285871,0.5621490,479.8400000,0.0043961,,0.0095738,0.0100000,18.5,MPG,18.2755370,17.2051405,21.7050562,,-1.450000,-1.190000,-0.7600000,37.700,0.36000,0.020950,6.807,0.23386,0.019470,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,F5299297,1,5.000,FFMXV05.0VIM,Car,420,8,FZG1K10A21,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,3.55,31.5,1,Not eqipped,FFMX10033501,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0015307,0.0440759,284.0210000,0.0029245,,0.0018558,0.0100000,31.3,MPG,,,,,-4.240000,-3.670000,-0.6900000,37.700,0.36000,0.020950,6.807,0.23386,0.019470,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,F5299297,1,5.000,FFMXV05.0VIM,Car,420,8,FZG1K10A21,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,3.55,31.5,1,Not eqipped,FFMX10033599,MFR,Yes,FFMX10033500,14.1,4250,31.3,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,478.0000000,,,0.0095738,0.0100000,18.6,MPG,18.4000000,17.3000000,21.8000000,,-1.450000,-1.190000,-0.7600000,37.700,0.36000,0.020950,6.807,0.23386,0.019470,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,F5299297,1,5.000,FFMXV05.0VIM,Car,420,8,FZG1K10A21,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,3.55,31.5,1,Not eqipped,FFMX10033600,MFR,Yes,FFMX10033501,14.1,4250,31.3,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,281.0000000,,,0.0018558,0.0100000,31.6,MPG,,,,,-4.240000,-3.670000,-0.6900000,37.700,0.36000,0.020950,6.807,0.23386,0.019470,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,FZG1-3.7-C-559,1,3.700,FFMXV03.7VEW,Car,300,6,FZG1F10A08,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4000,3.55,31.3,1,Not eqipped,FFMX10032770,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0203296,0.3769850,389.7670000,0.0059556,,0.0057706,0.0100000,22.7,MPG,23.1480367,21.2449492,25.8576394,,-2.790000,-1.640000,-0.8700000,25.750,0.39420,0.021130,2.280,0.17410,0.021490,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,FZG1-3.7-C-559,1,3.700,FFMXV03.7VEW,Car,300,6,FZG1F10A08,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4000,3.55,31.3,1,Not eqipped,FFMX10032771,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0046528,0.0202949,242.2630000,0.0041231,,0.0040946,0.0100000,36.7,MPG,,,,,-5.240000,-3.890000,0.4700000,25.750,0.39420,0.021130,2.280,0.17410,0.021490,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,FZG2-5.2-J-731,1,5.200,FFMXV05.2VES,Car,526,8,FZG2N40507,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4000,3.73,30.9,1,Not eqipped,FFMX10037224,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0306582,0.7906350,528.2120000,0.0058993,,0.0084846,0.0100000,16.8,MPG,17.1929711,15.5178121,19.4898719,,3.516310,2.452000,1.5224000,44.500,0.44940,0.021570,27.230,0.06750,0.023830,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,FZG2-5.2-J-731,1,5.200,FFMXV05.2VES,Car,526,8,FZG2N40507,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4000,3.73,30.9,1,Not eqipped,FFMX10037225,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0061299,0.1566570,307.8350000,0.0026807,,0.0046990,0.0100000,28.8,MPG,,,,,1.426790,1.411480,-0.0818993,44.500,0.44940,0.021570,27.230,0.06750,0.023830,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,GZG2-5.2-J-828,0,5.200,FFMXV05.2VES,Car,526,8,FZG2N10507,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4000,3.73,29.8,1,Not eqipped,FFMX10037081,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0525178,0.8000860,505.8090000,0.0058912,,0.0095243,0.0100000,17.5,MPG,18.3783231,16.0373196,20.3883364,,1.316080,0.831120,0.1490210,42.630,0.44260,0.019850,26.430,0.10830,0.021970,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Mustang,GZG2-5.2-J-828,0,5.200,FFMXV05.2VES,Car,526,8,FZG2N10507,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4000,3.73,29.8,1,Not eqipped,FFMX10037082,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0057387,0.0654087,293.5220000,0.0017748,,0.0043378,0.0100000,30.2,MPG,,,,,-3.223140,-2.696860,-0.3126540,42.630,0.44260,0.019850,26.430,0.10830,0.021970,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Special Service Police,EG106654,0,2.000,EFMXV02.0VE7,Car,237,4,EPH1PC0505F,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4500,3.07,28.2,1,Not eqipped,EFMX10028607,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0215572,0.7613200,344.8260000,0.0086200,,0.0065513,0.0100000,25.6,MPG,25.2365000,24.5134000,28.3937000,,,,,27.100,0.42640,0.019400,6.510,0.27390,0.018770,TWC,Three-way catalyst,Y,,,N,No averaging
2015,FOMOCO,FMX,Ford,Special Service Police,EG106654,0,2.000,EFMXV02.0VE7,Car,237,4,EPH1PC0505F,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4500,3.07,28.2,1,Not eqipped,EFMX10028608,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0073798,0.2750690,212.1810000,0.0012375,,0.0036892,0.0100000,41.7,MPG,,,,,,,,27.100,0.42640,0.019400,6.510,0.27390,0.018770,TWC,Three-way catalyst,Y,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00287,0,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0A07,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.73,32.0,1,Not eqipped,FFMX10031518,MFR,Yes,FFMX10031496,22.0,6000,35.1,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,517.0000000,,,0.0289300,0.0100000,17.1,MPG,16.4000000,16.8000000,18.6000000,,-0.100000,-0.040000,-0.6300000,54.580,0.50320,0.035350,31.840,0.11840,0.036790,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00287,0,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0A07,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.73,32.0,1,Not eqipped,FFMX10031519,MFR,Yes,FFMX10031260,22.0,6000,35.1,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,351.0000000,,,0.0229400,0.0100000,25.2,MPG,,,,,-5.090000,-4.190000,-0.5800000,54.580,0.50320,0.035350,31.840,0.11840,0.036790,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00287,0,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0A07,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.73,32.0,1,Not eqipped,FFMX10031526,MFR,Yes,FFMX10031497,22.0,6000,35.1,21,Federal fuel 2-day exhaust (w/can load),38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,,,488.0000000,,,0.0510600,0.0100000,12.9,MPG,12.3000000,12.6000000,14.1000000,,-0.580000,-0.460000,-0.9600000,54.580,0.50320,0.035350,31.840,0.11840,0.036790,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00287,0,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0A07,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.73,32.0,1,Not eqipped,FFMX10031527,MFR,Yes,FFMX10031509,22.0,6000,35.1,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,,,330.0000000,,,0.0450000,0.0100000,19.0,MPG,,,,,1.560000,1.080000,-0.0700000,54.580,0.50320,0.035350,31.840,0.11840,0.036790,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00287,1,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0507,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.73,31.9,1,Not eqipped,FFMX10031495,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0644400,1.7002300,500.4220000,0.0855000,,0.0254500,0.0100000,17.7,MPG,16.8349903,17.1230981,19.5935355,,-3.210000,-2.420000,-2.1500000,54.920,0.49250,0.034080,30.505,0.16058,0.034790,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00287,1,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0507,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.73,31.9,1,Not eqipped,FFMX10031498,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0547200,2.0783800,334.4570000,0.0797363,,0.0268900,0.0100000,26.3,MPG,,,,,-8.200000,-7.170000,-1.1400000,54.920,0.49250,0.034080,30.505,0.16058,0.034790,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00287,1,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0507,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.73,31.9,1,Not eqipped,FFMX91002347,EPA,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0178365,0.5755655,327.6542328,0.0069100,,0.0154542,,19.0,MPG,,,,,0.666844,0.395589,-0.5170210,54.920,0.49250,0.034080,30.505,0.16058,0.034790,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00287,1,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0507,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.73,31.9,1,Not eqipped,FFMX91002374,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,0.0709783,0.9984895,503.4224765,0.0066328,,0.0301498,,12.4,MPG,11.6840626,12.1238612,13.6616970,,-1.231990,-0.567749,-0.4005750,54.920,0.49250,0.034080,30.505,0.16058,0.034790,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00290,1,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0507,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,4.10,35.1,1,Not eqipped,FFMX10031310,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0349000,1.0226000,372.7510000,0.0726524,,0.0227000,0.0100000,23.7,MPG,,,,,-3.240000,-3.080000,-0.7700000,54.920,0.49250,0.040640,30.552,0.13590,0.041530,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00290,1,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0507,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,4.10,35.1,1,Not eqipped,FFMX10031318,MFR,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0596000,1.0600000,352.1613000,0.0519000,,0.0416000,0.0100000,18.2,MPG,,,,,-5.870000,-5.090000,-0.7700000,54.920,0.49250,0.040640,30.552,0.13590,0.041530,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00290,1,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0507,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,4.10,35.1,1,Not eqipped,FFMX10031514,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0562800,1.3804200,509.2540000,0.0788800,,0.0215900,0.0100000,17.4,MPG,16.5207004,17.1010161,18.7197975,,-5.160000,-3.320000,-2.5800000,54.920,0.49250,0.040640,30.552,0.13590,0.041530,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 FFV Wagon,EKA00290,1,3.700,FFMXT03.75HF,Truck,270,6,ETG17A0507,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,4.10,35.1,1,Not eqipped,FFMX10031516,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,0.0685600,1.2005000,489.5341000,0.0574000,,0.0420900,0.0100000,13.1,MPG,12.5045000,12.8363000,14.1816000,,-5.620000,-3.770000,-2.9300000,54.920,0.49250,0.040640,30.552,0.13590,0.041530,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 Transit Van,EKA00292,1,3.500,FFMXT03.55HV,Truck,365,6,ETG15A0507,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.31,28.4,1,Not eqipped,FFMX10030931,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0717676,2.4996600,348.7590000,0.1071180,,0.0314661,0.0100000,25.2,MPG,,,,,-5.250000,-4.200000,-1.7700000,53.770,0.50120,0.041960,31.404,0.24484,0.042130,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 Transit Van,EKA00292,1,3.500,FFMXT03.55HV,Truck,365,6,ETG15A0507,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.31,28.4,1,Not eqipped,FFMX10031224,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0927404,2.0864400,509.2570000,0.0142900,,0.0343400,0.0100000,17.3,MPG,16.0903235,16.9769115,19.1896038,,-1.540000,-1.100000,-0.8100000,53.770,0.50120,0.041960,31.404,0.24484,0.042130,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 Transit Van,EKA00292,1,3.500,FFMXT03.55HV,Truck,365,6,ETG15A0507,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.31,28.4,1,Not eqipped,FFMX10031291,MFR,Yes,FFMX10030931,22.0,6000,28.4,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,339.0000000,,,0.0314662,0.0100000,26.2,MPG,,,,,-5.250000,-4.200000,-1.7700000,53.770,0.50120,0.041960,31.404,0.24484,0.042130,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,T150 Transit Van,EKA00292,1,3.500,FFMXT03.55HV,Truck,365,6,ETG15A0507,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.31,28.4,1,Not eqipped,FFMX10031292,MFR,Yes,FFMX10031224,22.0,6000,28.4,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,505.0000000,,,0.0343400,0.0100000,17.6,MPG,16.3000000,17.3000000,19.5000000,,-1.540000,-1.100000,-0.8100000,53.770,0.50120,0.041960,31.404,0.24484,0.042130,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,FORD,TAURUS AWD,207Y902,0,3.500,AFMXV03.5VEE,Car,365,6,ALE1GT05077,A,Automatic,6,Y,A,All Wheel Drive,2,Top gear ration < 1,4750,2.77,25.5,1,Not eqipped,AFMX10004066,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0271610,0.1212540,418.7690000,0.0129515,,0.0103203,0.0100000,21.2,MPG,21.0051000,20.3006000,23.3290000,,,,,47.930,0.50480,0.027880,11.870,0.34150,0.028290,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,FORD,TAURUS AWD,207Y902,0,3.500,AFMXV03.5VEE,Car,365,6,ALE1GT05077,A,Automatic,6,Y,A,All Wheel Drive,2,Top gear ration < 1,4750,2.77,25.5,1,Not eqipped,AFMX10004067,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0017264,0.0097220,255.8530000,0.0077320,,0.0013481,0.0100000,34.7,MPG,,,,,,,,47.930,0.50480,0.027880,11.870,0.34150,0.028290,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Taurus FFV,DPH3-3.5-L-326,0,3.500,DFMXV03.5VEA,Car,285,6,DPH1FT0A06,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4250,3.16,28.9,1,Not eqipped,DFMX10030876,MFR,Yes,DFMX10019195,12.7,4250,25.3,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,364.0000000,,,0.0127042,0.0100000,24.4,MPG,24.5000000,23.0000000,27.7000000,,,,,22.750,0.49130,0.018890,2.619,0.28752,0.018180,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Taurus FFV,DPH3-3.5-L-326,0,3.500,DFMXV03.5VEA,Car,285,6,DPH1FT0A06,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4250,3.16,28.9,1,Not eqipped,DFMX10030881,MFR,Yes,DFMX10019193,12.7,4250,25.3,21,Federal fuel 2-day exhaust (w/can load),38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,,,368.0000000,,,0.0109488,0.0100000,17.1,MPG,17.4000000,15.9000000,19.5000000,,,,,22.750,0.49130,0.018890,2.619,0.28752,0.018180,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Taurus FFV,DPH3-3.5-L-326,0,3.500,DFMXV03.5VEA,Car,285,6,DPH1FT0A06,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4250,3.16,28.9,1,Not eqipped,DFMX10030882,MFR,Yes,DFMX10019194,12.7,4250,25.3,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,,,213.0000000,,,0.0086112,0.0100000,29.6,MPG,,,,,,,,22.750,0.49130,0.018890,2.619,0.28752,0.018180,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Taurus FFV,DPH3-3.5-L-326,0,3.500,DFMXV03.5VEA,Car,285,6,DPH1FT0A06,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4250,3.16,28.9,1,Not eqipped,DFMX10030883,MFR,Yes,DFMX10019196,12.7,4250,25.3,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,218.0000000,,,0.0062632,0.0100000,40.8,MPG,,,,,,,,22.750,0.49130,0.018890,2.619,0.28752,0.018180,TWC,Three-way catalyst,N,,,N,No averaging
2015,FOMOCO,FMX,Ford,Taurus FFV,DPH3-3.5-L-326,0,3.500,DFMXV03.5VEA,Car,285,6,DPH1FT0A06,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4250,3.16,28.9,1,Not eqipped,DFMX10030886,MFR,Yes,DFMX10019193,14.1,4500,31.0,21,Federal fuel 2-day exhaust (w/can load),38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,,,401.0000000,,,0.0109488,0.0100000,15.7,MPG,16.0000000,14.6000000,18.0000000,,,,,22.750,0.49130,0.018890,2.619,0.28752,0.018180,TWC,Three-way catalyst,N,,,N,No averaging
