MDLYR_DT,GBE_INDX_NUM,OV_ID,GBE_PLC_IND_CD,VC_RTD_HP_MSR,ECS_CD,TRNS
2009,1,031271,N,399,,L6
2009,1,031271,N,399,,L6
2009,1,031271,N,399,,L6
2009,1,021337,N,396,,A6
2009,1,021337,N,396,,A6
2009,1,021337,N,396,,L6
2009,1,021337,N,396,,L6
2009,1,KJB594,N,122,,AV
2009,1,KJB594,N,122,,AV
2009,1,KJEB69,N,122,,AV
2009,1,KJEB69,N,122,,AV
2009,1,KJB441,N,120,,L4
2009,1,KJB441,N,120,,L4
2009,1,KJB441,N,122,,L4
2009,1,KJB441,N,122,,L4
2009,1,KJB468,N,120,,M6
2009,1,KJB468,N,120,,M6
2009,1,KJB468,N,122,,M6
2009,1,KJB468,N,122,,M6
2009,21,AWE318,N,177,,AV
2009,21,AWE318,N,177,,AV
2009,21,AWE318,N,177,,AV
2009,21,AWE319,N,200,,M6
2009,21,AWE319,N,200,,M6
2009,21,AWE319,N,200,,M6
2009,21,AWE319,N,200,,M6
2009,23,FKB062,N,175,,AV
2009,23,FKB062,N,175,,AV
2009,23,FKB063,N,170,,AV
2009,23,FKB063,N,170,,AV
2009,23,FKB064,N,175,,M6
2009,23,FKB064,N,175,,M6
2009,31,FLB106,N,163,,AV
2009,31,FLB106,N,163,,AV
2009,41,FK904,N,270,,AV
2009,41,FK904,N,270,,AV
2009,41,FK904,N,270,,AV
2009,41,FK904,N,270,,AV
2009,41,FK904,N,270,,AV
2009,41,FK904,N,270,,AV
2009,41,FK904,N,270,,AV
2009,41,FK905,N,270,,M6
2009,41,FK905,N,270,,M6
2009,41,FK905,N,270,,M6
2009,41,FK905,N,270,,M6
2009,41,FK905,N,270,,M6
2009,41,FK905,N,270,,M6
2009,42,CLB063,N,290,,AV
2009,42,CLB063,N,290,,AV
2009,42,CLB063,N,290,,AV
2009,42,CLB063,N,290,,AV
2009,42,CLB064,N,290,,AV
2009,42,CLB064,N,290,,AV
2009,42,CLB064,N,290,,AV
2009,42,CLB064,N,290,,AV
2009,43,MKE451,N,330,,M6
2009,43,MKE451,N,330,,M6
2009,43,MKE449,N,330,,S7
2009,43,MKE449,N,330,,S7
2009,43,MKE449,N,330,,S7
2009,43,MKE451,N,330,,M6
2009,43,MKE451,N,330,,M6
2009,43,MKE451,N,330,,M6
2009,43,MKE451,N,330,,M6
2009,43,MKE449,N,330,,S7
2009,43,MKE449,N,330,,S7
2009,43,MKE449,N,330,,S7
2009,43,MKE449,N,330,,S7
2009,43,MKE450,N,330,,S7
2009,43,MKE450,N,330,,S7
2009,43,MKE405,N,330,,S7
2009,43,MKE405,N,330,,S7
2009,43,MKE405,N,330,,S7
2009,43,MKE405,N,330,,S7
2009,44,FGB071,N,306,,M6
2009,44,FGB071,N,306,,M6
2009,44,FGB071,N,306,,M6
2009,44,FGB071,N,306,,M6
2009,44,FGB071,N,306,,M6
2009,44,FGB071,N,306,,M6
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,44,FGB070,N,306,,S7
2009,45,FEB04,N,306,,M6
2009,45,FEB04,N,306,,M6
2009,45,FEB03,N,306,,S5
2009,45,FEB03,N,306,,S5
2009,46,DME679,N,280,,S7
2009,46,DME679,N,280,,S7
2009,46,DME679,N,280,,S7
2009,46,DME679,N,280,,S7
2009,46,DME680,N,280,,S5
2009,46,DME680,N,280,,S5
2009,46,DME680,N,280,,S5
2009,46,DME680,N,280,,S5
2009,47,LTB069,N,298,,S5
2009,47,LTB069,N,298,,S5
2009,47,LTB069,N,298,,S5
2009,47,LTB069,N,298,,S5
2009,47,LTB070,N,298,,S5
2009,47,LTB070,N,298,,S5
2009,47,LTB070,N,298,,S5
2009,47,LTB070,N,298,,S5
2009,61,DMB133,N,335,,S5
2009,61,DMB133,N,335,,S5
2009,61,DME559,N,325,,S5
2009,61,DME559,N,325,,S5
2009,71,MNB211,N,480,,S6
2009,71,MNB211,N,480,,S6
2009,71,MNB211,N,480,,S6
2009,71,MNB211,N,480,,S6
2009,71,MNB211,N,480,,S6
2009,71,MNB211,N,480,,S6
2009,71,MNB211,N,480,,S6
2009,71,MNB211,N,480,,S6
2009,71,MNB211,N,480,,S6
2009,81,SRB077,N,151,,L5
2009,81,SRB077,N,151,,L5
2009,81,SRB071,N,151,,M5
2009,81,SRB071,N,151,,M5
2009,82,BRB062,N,170,,AV
2009,82,BRB062,N,170,,AV
2009,82,BRB062,N,170,,AV
2009,82,BRB062,N,170,,AV
2009,82,BRB063,N,165,,AV
2009,82,BRB063,N,165,,AV
2009,82,BRB063,N,165,,AV
2009,82,BRB063,N,165,,AV
2009,82,BRB062,N,170,,AV
2009,82,BRB062,N,170,,AV
2009,84,SRB077,N,151,,L5
2009,84,SRB077,N,151,,L5
2009,84,SRB071,N,151,,M5
2009,84,SRB071,N,151,,M5
2009,91,PX129,N,240,,L5
2009,91,PX129,N,240,,L5
2009,91,PX129,N,240,,L5
2009,91,PX129,N,240,,L5
2009,92,SEB094,N,258,,AV
2009,92,SEB094,N,258,,AV
2009,92,SEB094,N,258,,AV
2009,92,SEB094,N,258,,AV
2009,92,SEB094,N,258,,AV
2009,92,SEB094,N,258,,AV
2009,92,SEB094,N,258,,AV
2009,92,SEB094,N,258,,AV
2009,93,LMB082,N,300,,S7
2009,93,LMB082,N,300,,S7
2009,93,LMB082,N,300,,S7
2009,93,LMB082,N,300,,S7
2009,93,LMB081,N,300,,S7
2009,93,LMB081,N,300,,S7
2009,93,LMB081,N,300,,S7
2009,93,LMB081,N,300,,S7
2009,181,SRE296,N,261,,L5
2009,181,SRE296,N,261,,L5
2009,181,SRE296,N,261,,L5
2009,181,SRE296,N,261,,L5
2009,181,SRE296,N,261,,L5
2009,181,SRE296,N,261,,L5
2009,181,SRE299,N,261,,L5
2009,181,SRE299,N,261,,L5
2009,181,SRE299,N,261,,L5
2009,181,SRE299,N,261,,L5
2009,181,SRE336,N,261,,L5
2009,181,SRE336,N,261,,L5
2009,181,SRE336,N,261,,L5
2009,181,SRE336,N,261,,L5
2009,181,SRE338,N,261,,L5
2009,181,SRE338,N,261,,L5
2009,181,SRE338,N,261,,L5
2009,181,SRE338,N,261,,L5
2009,181,SRE298,N,261,,M6
2009,181,SRE298,N,261,,M6
2009,181,SRE298,N,261,,M6
2009,181,SRE298,N,261,,M6
2009,181,SRE337,N,261,,M6
2009,181,SRE337,N,261,,M6
2009,181,SRE337,N,261,,M6
2009,181,SRE337,N,261,,M6
2009,181,SRE299,N,261,,L5
2009,181,SRE299,N,261,,L5
2009,181,SRE301,N,261,,L5
2009,181,SRE301,N,261,,L5
2009,181,SRE301,N,261,,L5
2009,181,SRE301,N,261,,L5
2009,181,SRE301,N,261,,L5
2009,181,SRE301,N,261,,L5
2009,181,SRE338,N,261,,L5
2009,181,SRE338,N,261,,L5
2009,181,SRE338,N,261,,L5
2009,181,SRE338,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE340,N,261,,L5
2009,181,SRE298,N,261,,M6
2009,181,SRE298,N,261,,M6
2009,181,SRE337,N,261,,M6
2009,181,SRE337,N,261,,M6
2009,181,SRE337,N,261,,M6
2009,181,SRE337,N,261,,M6
2009,181,SRE339,N,261,,M6
2009,181,SRE339,N,261,,M6
2009,181,SRE339,N,261,,M6
2009,181,SRE339,N,261,,M6
2009,181,SRE339,N,261,,M6
2009,181,SRE339,N,261,,M6
2009,181,SRE339,N,261,,M6
2009,181,SRE339,N,261,,M6
2009,182,SRE296,N,261,,L5
2009,182,SRE296,N,261,,L5
2009,182,SRE296,N,261,,L5
2009,182,SRE296,N,261,,L5
2009,182,SRE296,N,261,,L5
2009,182,SRE296,N,261,,L5
2009,182,SRE336,N,261,,L5
2009,182,SRE336,N,261,,L5
2009,182,SRE336,N,261,,L5
2009,182,SRE336,N,261,,L5
2009,182,SRE298,N,261,,M6
2009,182,SRE298,N,261,,M6
2009,182,SRE298,N,261,,M6
2009,182,SRE298,N,261,,M6
2009,182,SRE337,N,261,,M6
2009,182,SRE337,N,261,,M6
2009,182,SRE337,N,261,,M6
2009,182,SRE337,N,261,,M6
2009,182,SRE299,N,261,,L5
2009,182,SRE299,N,261,,L5
2009,182,SRE299,N,261,,L5
2009,182,SRE299,N,261,,L5
2009,182,SRE338,N,261,,L5
2009,182,SRE338,N,261,,L5
2009,182,SRE338,N,261,,L5
2009,182,SRE338,N,261,,L5
2009,182,SRE298,N,261,,M6
2009,182,SRE298,N,261,,M6
2009,182,SRE298,N,261,,M6
2009,182,SRE298,N,261,,M6
2009,182,SRE337,N,261,,M6
2009,182,SRE337,N,261,,M6
2009,182,SRE337,N,261,,M6
2009,182,SRE337,N,261,,M6
2009,182,SRE337,N,261,,M6
2009,183,STE341,N,266,,L5
2009,183,STE341,N,266,,L5
2009,183,STE341,N,266,,L5
2009,183,STE248,N,266,,S5
2009,183,STE248,N,266,,S5
2009,183,STE248,N,266,,S5
2009,183,STE341,N,266,,S5
2009,183,STE341,N,266,,S5
2009,183,STE341,N,266,,S5
2009,183,STE248,N,266,,S6
2009,183,STE248,N,266,,S6
2009,183,STE248,N,266,,S6
2009,183,STE249,N,266,,L5
2009,183,STE249,N,266,,L5
2009,183,STE249,N,266,,L5
2009,183,STE249,N,266,,L5
2009,183,STE342,N,266,,L5
2009,183,STE342,N,266,,L5
2009,183,STE342,N,266,,L5
2009,183,STE342,N,266,,L5
2009,183,STE342,N,266,,L5
2009,183,STE249,N,266,,S5
2009,183,STE249,N,266,,S5
2009,183,STE249,N,266,,S5
2009,183,STE249,N,266,,S5
2009,183,STE249,N,266,,S5
2009,183,STE249,N,266,,S5
2009,183,STE249,N,266,,S5
2009,183,STE249,N,266,,S5
2009,183,STE249,N,266,,S5
2009,183,STE342,N,266,,S5
2009,183,STE342,N,266,,S5
2009,183,STE342,N,266,,S5
2009,183,STE342,N,266,,S5
2009,183,STE342,N,266,,S5
2009,183,STE342,N,266,,S5
2009,183,STE343,N,266,,S5
2009,183,STE343,N,266,,S5
2009,183,STE343,N,266,,S5
2009,183,STE343,N,266,,S5
2009,184,SRE296,N,261,,L5
2009,184,SRE296,N,261,,L5
2009,184,SRE299,N,261,,L5
2009,184,SRE299,N,261,,L5
2009,184,SRE301,N,261,,L5
2009,184,SRE301,N,261,,L5
2009,184,SRE301,N,261,,L5
2009,184,SRE301,N,261,,L5
2009,184,SRE301,N,261,,L5
2009,184,SRE301,N,261,,L5
2009,184,SRE301,N,261,,L5
2009,184,SRE299,N,261,,L5
2009,184,SRE299,N,261,,L5
2009,184,SRE299,N,261,,L5
2009,184,SRE299,N,261,,L5
2009,281,STB321,N,310,,S5
2009,281,STB321,N,310,,S5
2009,281,STB321,N,310,,S5
2009,281,STB321,N,310,,S5
2009,281,STB321,N,310,,S5
2009,281,STB321,N,310,,S5
2009,281,STB321,N,310,,S5
2009,281,STB321,N,310,,S5
2009,282,SKB387,N,320,,L5
2009,282,SKB387,N,320,,L5
2009,282,SKB387,N,320,,L5
2009,282,SKB387,N,320,,L5
2009,283,SKB385,N,317,,L5
2009,283,SKB385,N,317,,L5
2009,283,SKB385,N,317,,L5
2009,283,SKB385,N,317,,L5
2009,283,SKB386,N,317,,L5
2009,283,SKB386,N,317,,L5
2009,283,SKB385,N,317,,L5
2009,283,SKB385,N,317,,L5
2009,283,SKB385,N,317,,L5
2009,283,SKB385,N,317,,L5
2009,283,SKB386,N,317,,L5
2009,283,SKB386,N,317,,L5
2009,284,SJB272,N,317,,L5
2009,284,SJB272,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,284,SHB035,N,317,,L5
2009,284,SHB035,N,317,,L5
2009,284,SHB035,N,317,,L5
2009,284,SHB035,N,317,,L5
2009,284,SHB035,N,317,,L5
2009,284,SHB035,N,317,,L5
2009,284,SJB272,N,317,,L5
2009,284,SJB272,N,317,,L5
2009,284,SJB272,N,317,,L5
2009,284,SJB272,N,317,,L5
2009,284,SJB272,N,317,,L5
2009,284,SJB272,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,284,SHB035,N,317,,L5
2009,284,SHB035,N,317,,L5
2009,284,SHB036,N,317,,L5
2009,284,SHB036,N,317,,L5
2009,284,SHB036,N,317,,L5
2009,284,SHB036,N,317,,L5
2009,284,SJB272,N,317,,L5
2009,284,SJB272,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,284,SJB273,N,317,,L5
2009,291,SKB308,N,317,,L5
2009,291,SKB308,N,317,,L5
2009,291,SKB310,N,317,,L5
2009,291,SKB310,N,317,,L5
2009,291,SKB310,N,317,,L5
2009,291,SKB310,N,317,,L5
2009,291,SKB308,N,317,,L5
2009,291,SKB308,N,317,,L5
2009,291,SKB310,N,317,,L5
2009,291,SKB310,N,317,,L5
2009,291,SKB310,N,317,,L5
2009,291,SKB310,N,317,,L5
2009,292,SJE208,N,317,,L5
2009,292,SJE208,N,317,,L5
2009,292,SHB033,N,317,,L5
2009,292,SHB033,N,317,,L5
2009,292,SHB033,N,317,,L5
2009,292,SHB033,N,317,,L5
2009,292,SHB033,N,317,,L5
2009,292,SHB033,N,317,,L5
2009,292,SJE208,N,317,,L5
2009,292,SJE208,N,317,,L5
2009,292,SJE208,N,317,,L5
2009,292,SJE208,N,317,,L5
2009,292,SJE208,N,317,,L5
2009,292,SJE208,N,317,,L5
2009,292,SJE209,N,317,,L5
2009,292,SJE209,N,317,,L5
2009,292,SJE209,N,317,,L5
2009,292,SJE209,N,317,,L5
2009,292,SHB033,N,317,,L5
2009,292,SHB033,N,317,,L5
2009,292,SHB034,N,317,,L5
2009,292,SHB034,N,317,,L5
2009,292,SHB034,N,317,,L5
2009,292,SHB034,N,317,,L5
2009,292,SJE208,N,317,,L5
2009,292,SJE208,N,317,,L5
2009,292,SJE209,N,317,,L5
2009,292,SJE209,N,317,,L5
2009,292,SJE209,N,317,,L5
2009,292,SJE209,N,317,,L5
2009,293,SKB308,N,317,,L5
2009,293,SKB308,N,317,,L5
2009,293,SKB310,N,317,,L5
2009,293,SKB310,N,317,,L5
2009,293,SKB310,N,317,,L5
2009,293,SKB310,N,317,,L5
2009,294,SHB033,N,317,,L5
2009,294,SHB033,N,317,,L5
2009,294,SHB033,N,317,,L5
2009,294,SHB033,N,317,,L5
2009,294,SHB033,N,317,,L5
2009,294,SHB033,N,317,,L5
2009,294,SJE208,N,317,,L5
2009,294,SJE208,N,317,,L5
2009,294,SJE208,N,317,,L5
2009,294,SJE208,N,317,,L5
2009,294,SJE208,N,317,,L5
2009,294,SJE208,N,317,,L5
2009,294,SJE209,N,317,,L5
2009,294,SJE209,N,317,,L5
2009,294,SJE209,N,317,,L5
2009,294,SJE209,N,317,,L5
2009,295,SKB308,N,317,,L5
2009,295,SKB308,N,317,,L5
2009,295,SKB310,N,317,,L5
2009,295,SKB310,N,317,,L5
2009,295,SKB310,N,317,,L5
2009,295,SKB310,N,317,,L5
2009,296,SJE208,N,317,,L5
2009,296,SJE208,N,317,,L5
2009,296,SHB033,N,317,,L5
2009,296,SHB033,N,317,,L5
2009,296,SHB034,N,317,,L5
2009,296,SHB034,N,317,,L5
2009,296,SHB034,N,317,,L5
2009,296,SHB034,N,317,,L5
2009,296,SJE208,N,317,,L5
2009,296,SJE208,N,317,,L5
2009,296,SJE209,N,317,,L5
2009,296,SJE209,N,317,,L5
2009,296,SJE209,N,317,,L5
2009,296,SJE209,N,317,,L5
2009,391,LMB084,N,390,,S7
2009,391,LMB084,N,390,,S7
2009,391,LMB084,N,390,,S7
2009,391,LMB084,N,390,,S7
2009,300,ECFE97A-9,N,345,,AU
2009,300,ECFE97A-9,N,345,,AU
2009,300,ECFE97M-9,N,345,,M6
2009,300,ECFE97M-9,N,345,,M6
2009,300,ECFE97A-9,N,345,,AU
2009,300,ECFE97A-9,N,345,,AU
2009,300,ECFE97M-9,N,345,,M6
2009,300,ECFE97M-9,N,345,,M6
2009,300,ECFE97A-9,N,345,,AU
2009,300,ECFE97A-9,N,345,,AU
2009,300,ECFE97M-9,N,345,,M6
2009,300,ECFE97M-9,N,345,,M6
2009,300,ECFE97A-9,N,345,,AU
2009,300,ECFE97A-9,N,345,,AU
2009,300,ECFE97M-9,N,345,,M6
2009,300,ECFE97M-9,N,345,,M6
2009,400,ECFE97SA-9,N,385,,AU
2009,400,ECFE97SA-9,N,385,,AU
2009,400,ECFE97SM-9,N,385,,M6
2009,400,ECFE97SM-9,N,385,,M6
2009,400,ECFE97SA-9,N,385,,AU
2009,400,ECFE97SA-9,N,385,,AU
2009,400,ECFE97SM-9,N,385,,M6
2009,400,ECFE97SM-9,N,385,,M6
2009,400,ECFE97SA-9,N,385,,AU
2009,400,ECFE97SA-9,N,385,,AU
2009,400,ECFE97SM-9,N,385,,M6
2009,400,ECFE97SM-9,N,385,,M6
2009,400,ECFE97SA-9,N,385,,AU
2009,400,ECFE97SA-9,N,385,,AU
2009,400,ECFE97SM-9,N,385,,M6
2009,400,ECFE97SM-9,N,385,,M6
2009,500,ECFE46A-7,N,290,,L6
2009,500,ECFE46A-7,N,290,,L6
2009,500,FE46M-7,N,290,,M6
2009,500,FE46M-7,N,290,,M6
2009,600,FE48SA-7,N,385,,L6
2009,600,FE48SA-7,N,385,,L6
2009,600,EC48GTSA-8,N,405,,L6
2009,600,EC48GTSA-8,N,405,,L6
2009,600,EC48GTSM-8,N,405,,M6
2009,600,EC48GTSM-8,N,405,,M6
2009,700,ECFE48T-7,N,500,,L6
2009,700,ECFE48T-7,N,500,,L6
2009,900,ECFEGT2-8,N,530,,M6
2009,900,ECFEGT2-8,N,530,,M6
2009,900,FE97TA-7,N,480,,L5
2009,900,FE97TA-7,N,480,,L5
2009,900,FE97TA-7,N,480,,L5
2009,900,FE97TA-7,N,480,,L5
2009,900,FE97TM-7,N,480,,M6
2009,900,FE97TM-7,N,480,,M6
2009,900,FE97TM-7,N,480,,M6
2009,900,FE97TM-7,N,480,,M6
2009, Ltd.",67,412,N,453,
2009, Ltd.",67,412,N,453,
2009, Ltd.",67,412,N,453,
2009, Ltd.",67,412,N,453,
2009,1,MS35,N,300,,L6
2009,1,MS35,N,300,,L6
2009,2,MS35,N,300,,L6
2009,2,MS35,N,300,,L6
2009,3,27AP2111,N,395,,L6
2009,3,27AP2111,N,395,,L6
2009,4,27EPP045,N,305,,L6
2009,4,27EPP045,N,305,,L6
2009,5,07CP1064,N,390,,L6
2009,5,07CP1064,N,390,,L6
2009,1,09S302E3-SC,N,620,,M6
2009,1,09S302E3-SC,N,620,,M6
2009,17,EB08-CA64,N,291,,L6
2009,17,EB08-CA64,N,291,,L6
2009,17,EB08-CA62,N,291,,M5
2009,17,EB08-CA62,N,291,,M5
2009,19,EB09-CB4A,N,168,,AV
2009,19,EB09-CB4A,N,168,,AV
2009,19,EC09-CB4B,N,161,,AV
2009,19,EC09-CB4B,N,161,,AV
2009,19,EB09-CB42,N,168,,M5
2009,19,EB09-CB42,N,168,,M5
2009,19,EC09-CB42,N,161,,M5
2009,19,EC09-CB42,N,161,,M5
2009,20,EB09-CA44,N,237,,L6
2009,20,EB09-CA44,N,237,,L6
2009,50,EB09-CA3A,N,152,,AV
2009,50,EB09-CA3A,N,152,,AV
2009,50,EC08-CA2B,N,143,,AV
2009,50,EC08-CA2B,N,143,,AV
2009,50,EB09-CA36,N,152,,M5
2009,50,EB09-CA36,N,152,,M5
2009,50,EC09-CA34,N,143,,M5
2009,50,EC09-CA34,N,143,,M5
2009,51,EB09-CB4A,N,168,,AV
2009,51,EB09-CB4A,N,168,,AV
2009,51,EB09-CB42,N,168,,M5
2009,51,EB09-CB42,N,168,,M5
2009,52,EB09-CA44,N,237,,L6
2009,52,EB09-CA44,N,237,,L6
2009,131,EC09-DC25,N,213,,L6
2009,131,EC09-DC25,N,213,,L6
2009,131,EC09-DC25,N,213,,L6
2009,131,EC09-DC25,N,213,,L6
2009,131,EF07-DC21,N,220,,L6
2009,131,EF07-DC21,N,220,,L6
2009,131,EF07-DC21,N,220,,L6
2009,131,EF07-DC21,N,220,,L6
2009,131,EF07-DC21,N,220,,L6
2009,132,EC09-DC25,N,213,,L6
2009,132,EC09-DC25,N,213,,L6
2009,132,EC09-DC25,N,213,,L6
2009,132,EC09-DC25,N,213,,L6
2009,132,EF07-DC21,N,220,,L6
2009,132,EF07-DC21,N,220,,L6
2009,132,EF07-DC21,N,220,,L6
2009,132,EF07-DC21,N,220,,L6
2009,141,EB09-DB3A,N,168,,AV
2009,141,EB09-DB3A,N,168,,AV
2009,142,EB09-DB3A,N,168,,AV
2009,142,EB09-DB3A,N,168,,AV
2009,51,08FEDV-2,N,143,,M5
2009,51,08FEDV-2,N,143,,M5
2009,53,08FEDV-2,N,143,,M5
2009,53,08FEDV-2,N,143,,M5
2009,55,08FEDV-2,N,143,,M5
2009,55,08FEDV-2,N,143,,M5
2009,57,08FEDV-2,N,143,,M5
2009,57,08FEDV-2,N,143,,M5
2009,91,09FEDV-3,N,166,,M5
2009,91,09FEDV-3,N,166,,M5
2009,92,09FEDV-3,N,166,,M5
2009,92,09FEDV-3,N,166,,M5
2009,93,09EDV-2,N,166,,L4
2009,93,09EDV-2,N,166,,L4
2009,94,09EDV-2,N,166,,L4
2009,94,09EDV-2,N,166,,L4
2009,96,09EDV-1,N,230,,L5
2009,96,09EDV-1,N,230,,L5
2009,97,09EDV-1,N,230,,L5
2009,97,09EDV-1,N,230,,L5
2009,98,09EDV-2,N,166,,L4
2009,98,09EDV-2,N,166,,L4
2009,99,09EDV-1,N,230,,L5
2009,99,09EDV-1,N,230,,L5
2009,1,9EC13BS1,N,212,,L6
2009,1,9EC13BS1,N,212,,L6
2009,1,9EC13B31,N,232,,M6
2009,1,9EC13B31,N,232,,M6
2009,1,9EC13B31,N,232,,M6
2009,1,9EC13B31,N,232,,M6
2009,1,9EC13BS1,N,212,,M6
2009,1,9EC13BS1,N,212,,M6
2009,2,9ECL3TS1,N,244,,L6
2009,2,9ECL3TS1,N,244,,L6
2009,2,8ECL3TG1,N,244,,L6
2009,2,8ECL3TG1,N,244,,L6
2009,3,8J53-3.7-H-702,N,273,,L6
2009,3,8J53-3.7-H-702,N,273,,L6
2009,3,8J53-3.7-E-701,N,273,,L6
2009,3,8J53-3.7-E-701,N,273,,L6
2009,4,9ECL5XS1,N,168,,L5
2009,4,9ECL5XS1,N,168,,L5
2009,4,9ECL5XS1,N,168,,L5
2009,4,9ECL5XS1,N,168,,L5
2009,4,9EFL5XS1,N,170,,L5
2009,4,9EFL5XS1,N,170,,L5
2009,4,9EFL5XS1,N,170,,L5
2009,4,9EFL5XS1,N,170,,L5
2009,4,9EFL5XS1,N,170,,L5
2009,4,9ECL5X31,N,170,,M6
2009,4,9ECL5X31,N,170,,M6
2009,4,9ECL5X31,N,170,,M6
2009,4,9ECL5X31,N,170,,M6
2009,4,9ECL5X31,N,170,,M6
2009,5,9BD3-3.7-H-642,N,272,,L6
2009,5,9BD3-3.7-H-642,N,272,,L6
2009,5,9BD3-3.7-H-642,N,272,,L6
2009,5,9BD3-3.7-H-642,N,272,,L6
2009,6,6ECLFXS1,N,145,,L4
2009,6,6ECLFXS1,N,145,,L4
2009,6,6EFLFXS1,N,150,,L4
2009,6,6EFLFXS1,N,150,,L4
2009,6,8ECLFXS1,N,144,,L4
2009,6,8ECLFXS1,N,144,,L4
2009,6,8EFLFXS1,N,148,,L4
2009,6,8EFLFXS1,N,148,,L4
2009,6,6ECLFX21,N,145,,M5
2009,6,6ECLFX21,N,145,,M5
2009,6,6EFLFX21,N,150,,M5
2009,6,6EFLFX21,N,150,,M5
2009,6,8ECLFX21,N,144,,M5
2009,6,8ECLFX21,N,144,,M5
2009,6,8EFLFX21,N,148,,M5
2009,6,8EFLFX21,N,148,,M5
2009,7,6ECL3XS2,N,153,,L5
2009,7,6ECL3XS2,N,153,,L5
2009,7,6ECL3XS2,N,153,,L5
2009,7,6ECL3XS2,N,153,,L5
2009,7,6EFL3XS2,N,160,,L5
2009,7,6EFL3XS2,N,160,,L5
2009,7,6EFL3XS2,N,160,,L5
2009,7,6EFL3XS2,N,160,,L5
2009,7,6EFL3XS2,N,160,,L5
2009,7,6EFL3XS2,N,160,,L5
2009,7,8ECL3XS2,N,151,,L5
2009,7,8ECL3XS2,N,151,,L5
2009,7,6ECL3X22,N,153,,M5
2009,7,6ECL3X22,N,153,,M5
2009,7,6EFL3X22,N,160,,M5
2009,7,6EFL3X22,N,160,,M5
2009,7,7ECL3X21,N,151,,M5
2009,7,7ECL3X21,N,151,,M5
2009,7,7ECL3X21,N,151,,M5
2009,7,7ECL3X21,N,151,,M5
2009,7,7EFL3X21,N,156,,M5
2009,7,7EFL3X21,N,156,,M5
2009,7,7EFL3X21,N,156,,M5
2009,7,7EFL3X21,N,156,,M5
2009,8,7ECL3T32,N,263,,M6
2009,8,7ECL3T32,N,263,,M6
2009,8,7EFL3T32,N,263,,M6
2009,8,7EFL3T32,N,263,,M6
2009,8,7EFL3T32,N,263,,M6
2009,9,8ECL3XS1,N,153,,L5
2009,9,8ECL3XS1,N,153,,L5
2009,9,8ECL3X21,N,153,,M5
2009,9,8ECL3X21,N,153,,M5
2009,1,06-NP2A,N,106,,L4
2009,1,06-NP2A,N,106,,L4
2009,1,06-NP2A,N,106,,L4
2009,1,06-NP2A,N,106,,L4
2009,1,06-NP2A,N,106,,L4
2009,1,06-NP2A,N,106,,L4
2009,1,06-NP2M,N,106,,M5
2009,1,06-NP2M,N,106,,M5
2009,1,06-NP2M,N,106,,M5
2009,1,06-NP2M,N,106,,M5
2009,1,06-NP2M,N,106,,M5
2009,1,06-NP2M,N,106,,M5
2009,2,04-NHW2,N,76,,AV
2009,2,04-NHW2,N,76,,AV
2009,3,09-ZE2A,N,132,,L4
2009,3,09-ZE2A,N,132,,L4
2009,3,09-ZE1M,N,132,,M5
2009,3,09-ZE1M,N,132,,M5
2009,4,09-ZE3A,N,132,,L4
2009,4,09-ZE3A,N,132,,L4
2009,4,09-ZE3A,N,132,,L4
2009,4,09-ZE3A,N,132,,L4
2009,4,09-ZE1M,N,132,,M5
2009,4,09-ZE1M,N,132,,M5
2009,4,09-ZE1M,N,132,,M5
2009,4,09-ZE1M,N,132,,M5
2009,5,08-ZP1A,N,128,,L4
2009,5,08-ZP1A,N,128,,L4
2009,5,08-ZP1M,N,128,,M5
2009,5,08-ZP1M,N,128,,M5
2009,6,07-AV2A,N,158,,L5
2009,6,07-AV2A,N,158,,L5
2009,6,07-AV2A,N,158,,L5
2009,6,07-AV2A,N,158,,L5
2009,6,07-AV3A,N,155,,L5
2009,6,07-AV3A,N,155,,L5
2009,6,07-AV1M,N,158,,M5
2009,6,07-AV1M,N,158,,M5
2009,6,09-AE2A,N,158,,L5
2009,6,09-AE2A,N,158,,L5
