MDLYR_DT,GBE_INDX_NUM,OV_ID,GBE_PLC_IND_CD,VC_RTD_HP_MSR,ECS_CD,TRNS
2009,9,LD8B0F94A1,N,138,,M5
2009,10,HM8L8U31A2,N,276,,L5
2009,10,HM8L8U31A2,N,276,,L5
2009,10,HM8L8U33A2,N,276,,L5
2009,10,HM8L8U33A2,N,276,,L5
2009,10,HM8L8U33A2,N,276,,L5
2009,11,UN8F4U21A1,N,167,,L4
2009,11,UN8F4U21A1,N,167,,L4
2009,11,UN8F4U25A1,N,175,,L4
2009,11,UN8F4U25A1,N,175,,L4
2009,12,UN9V7U01A,N,192,,L5
2009,12,UN9V7U01A,N,192,,L5
2009,13,HM9T6U29,N,337,,L6
2009,13,HM9T6U29,N,337,,L6
2009,13,HM9T6U27A,N,337,,L6
2009,13,HM9T6U27A,N,337,,L6
2009,14,MG8V7U63B,N,194,,L5
2009,14,MG8V7U63B,N,194,,L5
2009,15,JB9D6U01A1,N,110,,L4
2009,15,JB9D6U01A1,N,110,,L4
2009,15,JB9D6U03A1,N,110,,L4
2009,15,JB9D6U03A1,N,110,,L4
2009,15,JB9D6U03A1,N,110,,L4
2009,15,JB9D6U02A1,N,110,,M5
2009,15,JB9D6U02A1,N,110,,M5
2009,15,JB9D6U04A1,N,110,,M5
2009,15,JB9D6U04A1,N,110,,M5
2009,1,031271,N,399,,L6
